id;count;image_id;label;system:time_start;geometry;date;date_ymd;
0000000000000000016c;18;20250113T112431_20250113T112443_T29SPD;1;1.73677E+12;POLYGON ((-6.855760834299646 39.77775874091111, -6.855671661093746 39.77775877140696, -6.855671661093747 39.777669591111916, -6.855493315047447 39.7776695736227, -6.855493315047447 39.77794157318125, -6.855404142207052 39.777941603467795, -6.855404142207053 39.77820914286835, -6.855760834299647 39.77820909935943, -6.855760834299646 39.77811991973217, -6.855671661093748 39.77811995027125, -6.855671661093747 39.77794159060502, -6.855760834299646 39.777941560087285, -6.855760834299646 39.77775874091111));13.01.2025 11:30;13.01.2025;
215;18;20250113T112431_20250113T112443_T29SPD;1;1.73677E+12;POLYGON ((-7.493746747385247 39.678316349663774, -7.49347468877543 39.67831632092606, -7.49347468877543 39.67849473162662, -7.493207173781887 39.67849472177136, -7.493207173781887 39.67867751594733, -7.493746747385247 39.67867755432306, -7.493746747385247 39.678316349663774));13.01.2025 11:30;13.01.2025;
0000000000000000003e;16;20250113T112431_20250113T112443_T29SPD;1;1.73677E+12;POLYGON ((-6.792071539966999 39.753055350677144, -6.791621125690373 39.7530553480505, -6.791621125690373 39.753144493639816, -6.791803955423669 39.753144511082816, -6.791803955423669 39.753238195968656, -6.791621125690373 39.75323817854854, -6.791621125690373 39.7535056923942, -6.791893122905523 39.75350573251018, -6.791893122905523 39.75323814049552, -6.791982290509856 39.75323816321175, -6.791982290509856 39.75314455661461, -6.792071539966998 39.75314449621285, -6.792071539966999 39.753055350677144));13.01.2025 11:30;13.01.2025;
0000000000000000005a;16;20250113T112431_20250113T112443_T29SPD;1;1.73677E+12;POLYGON ((-6.798898424524827 39.67256857365622, -6.798720070443425 39.672568599167974, -6.798720070443425 39.67247941565171, -6.798269691785216 39.67247938871656, -6.798269691785216 39.672657755727286, -6.798448044629923 39.672657730971714, -6.7984480446299225 39.67274691426187, -6.798809247422911 39.672746913889775, -6.79880924742291 39.67265773064269, -6.798898424524828 39.672657757021945, -6.798898424524827 39.67256857365622));13.01.2025 11:30;13.01.2025;
73;16;20250113T112431_20250113T112443_T29SPD;1;1.73677E+12;POLYGON ((-6.804829017432417 39.86067575081282, -6.804650647069829 39.86067575313754, -6.8046506470698285 39.860314569543085, -6.804467781170602 39.860314522894065, -6.804467781170602 39.86085407099209, -6.804829017432418 39.86085411514156, -6.804829017432417 39.86067575081282));13.01.2025 11:30;13.01.2025;
52;15;20250113T112431_20250113T112443_T29SPD;1;1.73677E+12;POLYGON ((-6.794947612193662 39.75512434663801, -6.7948584405166415 39.755124326707445, -6.7948584405166415 39.75530268922209, -6.794764773607394 39.75530269778124, -6.794764773607395 39.75539191798642, -6.794586430878002 39.75539187779644, -6.7945864308780015 39.75557023959616, -6.794497259696994 39.75557029767005, -6.794497259696994 39.75575311995346, -6.7945864308780015 39.755753061857966, -6.7945864308780015 39.755842281427846, -6.794675602181468 39.75584230150754, -6.794675602181467 39.75557025970834, -6.794764773607393 39.75557027974352, -6.794764773607394 39.75548105979837, -6.794947612193662 39.75548107110488, -6.794947612193662 39.75512434663801));13.01.2025 11:30;13.01.2025;
0000000000000000016e;15;20250113T112431_20250113T112443_T29SPD;1;1.73677E+12;POLYGON ((-6.8566615723200695 39.776773311956504, -6.856300375699118 39.77677331100354, -6.856300375699117 39.77686249253074, -6.856211201756072 39.77686244515623, -6.856211201756072 39.776951626564106, -6.856389549763998 39.776951642985225, -6.856389549763999 39.777130005367695, -6.856300375699119 39.77713003633162, -6.856300375699118 39.77731285725538, -6.8564832235688655 39.77731284208165, -6.8564832235688655 39.77695165884302, -6.8566615723200695 39.77695167479394, -6.8566615723200695 39.776773311956504));13.01.2025 11:30;13.01.2025;
0000000000000000019e;15;20250113T112431_20250113T112443_T29SPD;1;1.73677E+12;POLYGON ((-6.869775794479617 39.72934181409423, -6.869325415296859 39.72934186758986, -6.869325415296858 39.72960937960473, -6.869775794479617 39.72960940423495, -6.869775794479617 39.72934181409423));13.01.2025 11:30;13.01.2025;
000000000000000001a5;15;20250113T112431_20250113T112443_T29SPD;1;1.73677E+12;POLYGON ((-6.871751149723329 39.74344601280034, -6.871394452120057 39.74344601177484, -6.871394452120058 39.7438919171616, -6.871572841593419 39.74389191529706, -6.8715728415934185 39.74380268753891, -6.871662036512695 39.743802725636755, -6.871662036512695 39.743535119885095, -6.871751149723329 39.74353516278628, -6.871751149723329 39.74344601280034));13.01.2025 11:30;13.01.2025;
87;13;20250113T112431_20250113T112443_T29SPD;1;1.73677E+12;POLYGON ((-6.80770066780941 39.757817691297845, -6.806982743320568 39.757817644675086, -6.806982743320568 39.757906859756446, -6.807254723117993 39.75790686260205, -6.807254723117993 39.757995999262214, -6.807700667809409 39.75799604290034, -6.80770066780941 39.757817691297845));13.01.2025 11:30;13.01.2025;
